X,Y,OBJECTID,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS
-74.19059638651396,40.70513408626914,118,EWR,"Newark Liberty International Airport, New Jersey",Newark Liberty International Airport,AirTrain from main airport terminal,Newark,NJ,07114-3401,RAIL,34
-70.957822000285034,42.981603000178382,119,EXR,"Exeter, New Hampshire",60 Lincoln Street,Lincoln Street at Railroad Avenue,Exeter,NH,03833,RAIL,33
-75.622020535119589,40.019109026160663,120,EXT,"Exton, Pennsylvania",425 Walkertown Road,US 30/Route 100 (Pottstown Pike) interchange,Exton,PA,19341,RAIL,42
-96.784614999882308,46.88107700050324,121,FAR,"Fargo, North Dakota",420 4th Street North,,Fargo,ND,58102,RAIL,38
-78.885063000557011,35.054904999765995,122,FAY,"Fayetteville, North Carolina",472 Hay Street,,Fayetteville,NC,28301-5563,RAIL,37
-77.456932000211623,38.298557000005587,123,FBG,"Fredericksburg, Virginia",200 Lafayette Blvd.,,Fredericksburg,VA,22401-6067,RAIL,51
-105.065917999715907,40.583781999339863,124,FCC,"Fort Collins, Colorado",250 North Mason St.,Greyhound Station,Fort Collins,CO,80524-4407,BUS,08
-88.450187999976208,43.75251800000575,125,FDL,"Fond du Lac, Wisconsin",976 South Main St.,Mobile Station,Fond du Lac,WI,54935-6101,BUS,55
-79.34017899996087,42.44512599986507,126,FDN,"Fredonia, New York",1 State University of New York,William Center Student Union,Fredonia,NY,14063,BUS,36
-73.580460000328685,43.269515999763655,127,FED,"Fort Edward-Glens Falls, New York",70 East St.,East and Rogers Sts.,Fort Edward,NY,12828,RAIL,36
-111.657694054237197,35.194572247811038,128,FGG,"Flagstaff (Greyhound), Arizona",399 S. Malpais Ln.,Greyhound Bus Terminal,Flagstaff,AZ,86001-6218,BUS,04
-97.764312999645199,31.139959000007877,129,FHD,"Fort Hood, Texas",Hood Road & Old Ironsides Ave.,Copeland Soldier's Service Center--Bldg. 18010,Fort Hood,TX,76544,BUS,48
-73.262046999869085,43.590575999982491,130,FHV,"Fair Haven, Vermont",Depot and Water Sts.,,Fair Haven,VT,05743,RAIL,50
-118.916610999498005,34.396130000199378,131,FIL,"Fillmore, California",718 West Ventura St.,International House of Pancakes,Fillmore,CA,93015-1835,BUS,06
-111.650664999889784,35.198013,132,FLG,"Flagstaff, Arizona",1 East Route 66,,Flagstaff,AZ,86001-5530,RAIL,04
-83.65483900011975,43.013633999709384,133,FLN,"Flint, Michigan",1407 South Dort Highway,,Flint,MI,48503-2878,RAIL,26
-79.757094999534559,34.198818000450387,134,FLO,"Florence, South Carolina",805 East Day Street,,Florence,SC,29506,RAIL,45
-91.333358999618099,40.623394000432825,135,FMD,"Fort Madison, Iowa",1601 20th Street,,Fort Madison,IA,52627,RAIL,19
-103.802650000097401,40.247329999779708,136,FMG,"Fort Morgan, Colorado",South Ensign St and Main St,,Fort Morgan,CO,80701,RAIL,08
-122.006377999844801,37.558196999991594,137,FMT,"Fremont (Trains, Capitol Buses), California",37260 Fremont Blvd.,,Fremont,CA,94536,RAIL,06
-119.782248999491685,36.738627999382743,138,FNO,"Fresno, California",2650 Tulare St.,Santa Fe Station,Fresno,CA,93721-1325,RAIL,06
-71.971938999984843,41.457660999855307,139,FOX,"Foxwoods Casino, Connecticut",39 Norwich Westerley Rd.,Foxwoods Resort Casino,Ledyard,CT,06339-1128,BUS,09
-71.417861999231832,42.276668999774586,140,FRA,"Framingham, Massachusetts",417 Waverly St.,Intersection Route 126 at Route 135,Framingham,MA,01702-6948,RAIL,25
-124.107396260229166,43.967930162646951,141,FRO,"Florence, Oregon",290 US Highway 101,"2nd Street and US 101, east side",Florence,OR,97439,BUS,41
-121.922439999706171,37.539932000361603,142,FRT,"Fremont (San Joaquin Buses), California",999 Upper Mission Blvd,off I-680,Fremont,CA,94538,BUS,06
-106.096282999560742,39.587104999895871,143,FSC,"Frisco, Colorado",1010 Meadow Drive,Frisco Transfer Center,Frisco,CO,80443,BUS,08
-124.151894000107973,40.597495999540797,144,FTA,"Fortuna, California",719 South Fortuna Blvd,Pepper's Restaurant,Fortuna,CA,95540,BUS,06
-73.390639999836083,43.852993000126901,145,FTC,"Ticonderoga, New York",NYS Hwy 74 and Sandy Redoubt,near Lake Champlain Ferry,Ticonderoga,NY,12883,RAIL,36
-80.170189000022276,26.119614000785532,146,FTL,"Fort Lauderdale, Florida",200 S.W. 21 Terrace,,Fort Lauderdale,FL,33312,RAIL,12
-81.884902999773601,26.682349999752716,147,FTM,"Fort Myers, Florida",6050 Plaza Drive,"Fort Myers Travel Plaza, I-75 exit 139",Fort Myers,FL,33906-4419,BUS,12
-88.88800800036887,36.522521999890444,148,FTN,"Fulton, Kentucky",21 Newton Rd.,,Fulton,KY,42041,RAIL,21
-97.323867999608467,32.749374000209968,149,FTW,"Fort Worth, Texas",1001 Jones Street,,Fort Worth,TX,76102,RAIL,48
-117.922835999881443,33.86894600035771,150,FUL,"Fullerton, California",120 East Santa Fe Avenue,Fullerton Transportation Center,Fullerton,CA,92832,RAIL,06
-121.946410999867737,37.378510000036499,151,GAC,"Santa Clara (Great America), California",5099 Stars & Stripes Dr.,Under Tasman Dr. overpass,Santa Clara,CA,95054,RAIL,06
-81.163978999431265,35.268356000029428,152,GAS,"Gastonia, North Carolina",350 Hancock Street,,Gastonia,NC,28054,RAIL,37
-90.364104999446113,40.944050000007564,153,GBB,"Galesburg, Illinois",225 South Seminary Street,Amtrak Union Station,Galesburg,IL,61401,RAIL,17
-123.793899999985001,40.101063000457145,155,GBV,"Garberville, California",924 Redwood Drive,Waterwheel Restaurant,Garberville,CA,95542,BUS,06
-112.138795373307801,36.055029224719021,156,GCB,"Grand Canyon (Buses), Arizona",Maswik Lodge,,Grand Canyon National Park,AZ,86023,BUS,04
-100.872794999689461,37.964724999858902,157,GCK,"Garden City, Kansas",100 North 7th Street,1 block south of 7th & Fulton (Bus Highway 50),Garden City,KS,67846-5547,RAIL,20
-112.134941000426807,36.056716999489993,158,GCN,"Grand Canyon (Railway), Arizona",Grand Canyon Railway Station,downhill from Bright Angel Lodge,Grand Canyon National Park,AZ,86023,OTHER,04
-118.257957000115425,34.123637999494122,159,GDL,"Glendale, California",400 West Cerritos Avenue,Glendale Transportation Center,Glendale,CA,91204,RAIL,06
-97.110434999275753,47.918853999512521,160,GFK,"Grand Forks, North Dakota",5555 DeMers Avenue,,Grand Forks,ND,58201,RAIL,38
-83.241843999700791,42.304901000380937,161,GFV,"Greenfield Village, Michigan",20900 Oakwood Blvd.,Group travel only - not a regular stop,Dearborn,MI,48216,RAIL,26
-106.634811000027582,48.194515000666797,162,GGW,"Glasgow, Montana",424 1st Avenue South,,Glasgow,MT,59230-2396,RAIL,30
-123.915589908247625,46.058702575563473,163,GHT,"Gearhart, Oregon","4320 Highway 101, North",Gearhart Builders Supply Store,Gearhart,OR,97301,BUS,41
-108.569923000246206,39.064819000196735,164,GJT,"Grand Junction, Colorado",339 South 1st Street,,Grand Junction,CO,81501-2207,RAIL,08
-97.140265999875965,33.624423999867759,165,GLE,"Gainesville, Texas",605 East California Street,,Gainesville,TX,76240,RAIL,48
-87.994766000850234,40.762076999853718,166,GLM,"Gilman, Illinois",US Hwy 24 & West Wenona St.,,Gilman,IL,60983,RAIL,17
-87.805343999825709,42.074196000345182,167,GLN,"Glenview, Illinois",1116 Depot St.,,Glenview,IL,60025,RAIL,17
-108.739676999893618,35.529246999949123,168,GLP,"Gallup, New Mexico",201 East Highway 66,(Amtrak shares space with Indian Museum),Gallup,NM,87301,RAIL,35
-94.786072000022727,29.29120800014914,169,GLS,"Galveston (Texas Eagle Bus), Texas",25th St. and Strand St.,The Railroad Museum,Galveston,TX,77550,BUS,48
-121.567504999456105,37.005981000522809,171,GLY,"Gilroy, California",7250 Monterey Street,Caltrain Station,Gilroy,CA,95020,BUS,06
-79.547279000525407,40.304851999420293,173,GNB,"Greensburg, Pennsylvania",Harrison Ave. and Seton Hill Dr.,,Greensburg,PA,15601,RAIL,42
-82.323221776763546,29.652079811933845,174,GNF,"Gainesville, Florida",201 East University Ave.,,Gainesville,FL,32601-5457,BUS,12
-83.826682999920479,34.283717999985754,175,GNS,"Gainesville, Georgia",116 Industrial Boulevard,,Gainesville,GA,30501,RAIL,13
-113.218558999997811,48.443966000030912,176,GPK,"East Glacier Park, Montana",400 Highway 49 North,,East Glacier Park,MT,59434,RAIL,30
-105.934836999927597,40.083916000223269,177,GRA,"Granby, Colorado",438 Railroad Avenue,,Granby,CO,80446,RAIL,08
-110.164597000551112,38.992443000843878,178,GRI,"Green River, Utah",250 South Broadway,@ RR Tracks and Airport Rd.,Green River,UT,84525,RAIL,49
-79.831352000194613,36.061202999518855,179,GRO,"Greensboro, North Carolina",236 East Washington Street,Galyon Transportation Center,Greensboro,NC,27401-2704,RAIL,37
-85.67899300022674,42.95637099942212,180,GRR,"Grand Rapids, Michigan",431 Wealthy St. SW,near Market and Wealthy Sts. SW,Grand Rapids,MI,49503-4061,RAIL,26
-121.057953000630448,39.219382999925585,181,GRS,"Grass Valley, California",125 E. Main Street,City Hall,Grass Valley,CA,95945,BUS,06
-82.414185000137593,34.856560000043999,182,GRV,"Greenville, South Carolina",1120 West Washington Street,near Downtown Greenville,Greenville,SC,29601,RAIL,45
-107.322678000289443,39.548118999792052,183,GSC,"Glenwood Springs, Colorado",413 7th Street,,Glenwood Springs,CO,81601,RAIL,08
-119.42146282564886,36.341585355080099,184,GSN,"Goshen Junction, California",30435 Road 68,Greyhound Bus Stop,Visalia,CA,93227-9585,BUS,06
-119.841170999841722,34.437557000455286,185,GTA,"Goleta, California",25 South La Patera Lane,,Goleta,CA,93117,RAIL,06
-120.572945000511311,34.96260499982094,186,GUA,"Guadalupe, California",330 Guadalupe Street,Highway-1,Guadalupe,CA,93434,RAIL,06
-120.628105000045707,35.122066000545544,188,GVB,"Grover Beach, California",180 West Grand Avenue,,Grover Beach,CA,93433-1968,RAIL,06
-116.128936999742734,45.926506000251777,189,GVI,"Grangeville, Idaho",901 West Main (Highway 95),ZIP TRIP,Grangeville,ID,83530,BUS,16
-90.176086000168709,33.517738000208567,190,GWD,"Greenwood, Mississippi",Carrolton Ave. and East Gibbs Street,506 Carrolton Ave.?,Greenwood,MS,38930,RAIL,28
-79.698456000543956,34.883072000472509,191,HAM,"Hamlet, North Carolina",West Main St. and North Bridges St.,,Hamlet,NC,28345,RAIL,37
-76.87819699999153,40.261561999586661,192,HAR,"Harrisburg, Pennsylvania",4th and Chestnut Streets,,Harrisburg,PA,17101,RAIL,42
-98.387329000432999,40.584132999338522,193,HAS,"Hastings, Nebraska",501 West First St.,,Hastings,NE,68901,RAIL,31
-109.67812300027623,48.554416999744774,194,HAV,"Havre, Montana",235 Main Street,,Havre,MT,59501-3599,RAIL,30
-122.097786000023859,37.666858999942917,195,HAY,"Hayward, California",22555 Meekland Avenue,Amtrak Rail & Thruway Bus Station,Hayward,CA,94541,RAIL,06
-90.394279000575352,31.862897999742927,196,HAZ,"Hazlehurst, Mississippi",North Ragsdale Ave and East Conway St.,,Hazlehurst,MS,39083,RAIL,28
-89.286186000083774,31.326719000581477,197,HBG,"Hattiesburg, Mississippi",308 Newman St.,308 Newman St.,Hattiesburg,MS,39401,RAIL,28
-122.869498999779012,38.610667999428699,198,HEA,"Healdsburg (Singletree Inn), California",165 Healdsburg Ave.,,Healdsburg,CA,95448-4000,BUS,06
-91.432601999582573,38.707293999218734,199,HEM,"Hermann, Missouri",Wharf & Gutenberg Sts.,,Herman,MO,65041,RAIL,29
-110.85257699972874,39.688197999737952,200,HER,"Helper, Utah",1 Depot Street,,Helper,UT,84526,RAIL,49
-117.005845099471742,33.747380230912995,201,HET,"Hemet (West Florida Ave), California",3246 West Florida Avenue,Coco's Restaurant,Hemet,CA,92545-3622,BUS,06
-72.682120999584413,41.767799000023899,202,HFD,"Hartford, Connecticut",One Union Place,,Hartford,CT,06103,RAIL,09
-77.733559000047762,39.325042999934567,203,HFY,"Harpers Ferry, West Virginia",Potomac St. & Shenandoah St.,station 1/4 mi (400 m) north,Harpers Ferry,WV,25425,RAIL,54
-78.011833000292711,40.483494000647681,204,HGD,"Huntingdon, Pennsylvania",Fourth and Allegheny Sts.,,Huntingdon,PA,16652,RAIL,42
-97.693901000031076,26.193434000179025,205,HGN,"Harlingen, Texas",215 E. Monroe Ave.,,Harlingen,TX,78550-5519,BUS,48
-71.085945999308365,42.77270799957455,206,HHL,"Haverhill, Massachusetts",Washington Street at Railroad Square,,Haverhill,MA,01832-5418,RAIL,25
-80.88863400025889,37.677071000526325,207,HIN,"Hinton, West Virginia",Front St. and Fifth Ave.,,Hinton,WV,25951,RAIL,54
-99.37074300068889,40.436192000160759,208,HLD,"Holdrege, Nebraska",100 West Ave.,,Holdrege,NE,68949,RAIL,31
-90.463592999916955,30.511697999263333,209,HMD,"Hammond, Louisiana",404 N.E. Railroad Ave.,,Hammond,LA,70401,RAIL,22
-87.508743000688867,41.693080999688448,210,HMI,"Hammond-Whiting, Indiana",1135 South Calumet Ave.,,Hammond,IN,46320-1044,RAIL,18
-117.005477999809784,33.747173000133898,211,HMT,"Hemet (Devonshire Ave), California",308 East Devonshire Avenue,Simpson Senior Center,Hemet,CA,92543-2906,BUS,06
-87.668509999336948,41.562351000098602,212,HMW,"Homewood, Illinois",18015 Park Ave.,,Homewood,IL,60430,RAIL,17
-119.650779999996985,36.326214000575703,213,HNF,"Hanford, California",200 Santa Fe Avenue #A,,Hanford,CA,93230-4554,RAIL,06
-80.168541000466746,26.01068700030487,214,HOL,"Hollywood, Florida",3001 Hollywood Blvd,,Hollywood,FL,33021,RAIL,12
-86.097777999654909,42.789314000041145,215,HOM,"Holland, Michigan",171 Lincoln Ave.,,Holland,MI,49423,RAIL,26
-121.522613999536418,45.701209999641833,216,HOO,"Hood River, Oregon",600 E. Marina Way,Greyhound Station,Hood River,OR,97031,BUS,41
-95.366974000349785,29.767189000372127,217,HOS,"Houston, Texas",902 Washington Ave.,,Houston,TX,77002,RAIL,48
-80.005835999431781,35.957507999294762,218,HPT,"High Point, North Carolina",100 West High St,,High Point,NC,27260,RAIL,37
-74.800490008806833,39.633040019181578,219,HTN,"Hammonton, New Jersey",Egg Harbor Rd & Line St.,New Jersey Transit Station,Hammonton,NJ,08037,OTHER,34
-73.798438999859911,42.253082000234201,220,HUD,"Hudson, New York",69 South Front St.,,Hudson,NY,12534,RAIL,36
-119.959488000770591,35.984176999768749,221,KTC,"Kettleman City, California",3300 Hubert Way,I-5 & Hwy 41 (Carl's Jr Restaurant),Kettleman City,CA,93239,BUS,06
-79.829062999857513,33.66437899969111,222,KTR,"Kingstree, South Carolina",101 East Main St.,,Kingstree,SC,29556-3425,RAIL,45
-90.407593000316695,38.580883000050449,223,KWD,"Kirkwood, Missouri",110 West Argonne Dr.,,Kirkwood,MO,63122-4202,RAIL,29
-79.385222999741586,40.318339999991053,224,LAB,"Latrobe, Pennsylvania",329 McKinley Ave,,Latrobe,PA,15650,RAIL,42
-118.078018000230486,45.325919999608345,225,LAE,"La Grande, Oregon",63276 Oregon Highway 203,Flying J Plaza,La Grande,OR,97850,BUS,41
-86.895034999265761,40.421088999757558,226,LAF,"Lafayette, Indiana",200 North 2nd St.,,Lafayette,IN,47901-1238,RAIL,18
-87.869719999878043,41.815902999723733,227,LAG,"La Grange, Illinois",25 West Burlington St.,,La Grange,IL,60525,RAIL,17
-103.542495999990365,37.988067999838393,228,LAJ,"La Junta, Colorado",1 West First St.,,La Junta,CO,81050,RAIL,08
-81.951614000485677,28.045654000831519,229,LAK,"Lakeland, Florida",600 East Main Street,,Lakeland,FL,33801-5036,RAIL,12
-92.485305999871969,40.031405999687195,230,LAP,"La Plata, Missouri",535 N. Owensby St.,R.R. #1,La Plata,MO,63549,RAIL,29
-115.148913904952735,36.097856893880589,231,LAS,"Las Vegas International Airport, Nevada",5757 Wayne Newton Blvd,McCarran International Airport,Las Vegas,NV,89111-5000,BUS,32
-89.127838000323436,31.692390000398234,232,LAU,"Laurel, Mississippi",230 North Maple Street,,Laurel,MS,39440,RAIL,28
-118.236533999644337,34.056297000306358,233,LAX,"Los Angeles, California",800 North Alameda Street,Los Angeles Union Passenger Terminal,Los Angeles,CA,90012-2902,RAIL,06
-118.188559999644212,33.774177999914798,234,LBC,"Long Beach, California",601 North Long Beach Blvd.,Denny's Restaurant,Long Beach,CA,90802-1323,BUS,06
-118.265327000040998,34.230685999659215,236,LCA,"La Crescenta, California",Honolulu & Lowell Avenue,Near I-210,La Crescenta,CA,91214,BUS,06
-93.214995999765563,30.238084999922876,237,LCH,"Lake Charles, Louisiana",100 Ryan Street,,Lake Charles,LA,70601-2152,RAIL,22
-89.363303999579898,40.147537000532225,238,LCN,"Lincoln, Illinois",Broadway and North Chicago Sts.,,Lincoln,IL,62656,RAIL,17
-106.774251671977026,32.300963280331189,239,LCR,"Las Cruces, New Mexico",304 Wyatt Drive,,Las Cruces,NM,88005,BUS,35
-118.136176999568818,34.695511000732154,240,LCS,"Lancaster, California",44812 Sierra Highway,Metrolink Station,Lancaster,CA,93534-3218,BUS,06
-69.008799301046849,44.282071364501917,241,LCV,"Lincolnville, Maine",2512 Atlantic Highway,US Post Office,Lincolnville,ME,04849,BUS,23
-108.70632200045992,32.350589999528893,242,LDB,"Lordsburg, New Mexico",Center St. and S.P. Blvd.,,Lordsburg,NM,88045,RAIL,35
-75.001876999523859,39.83505600023426,243,LDW,"Lindenwold, New Jersey",Station Ave & White Horse Rd West,NJ Transit/PATCO station,Somerdale,NJ,08083,OTHER,34
-94.377646999909075,38.912944999512149,245,LEE,"Lees Summit, Missouri",217 SW Main St.,,Lees Summit,MO,64063,RAIL,29
-123.711173999980076,39.850399000013908,246,LEG,"Leggett, California",69501 Highway 101 North,Price's Peg House,Leggett,CA,95585-8911,BUS,06
-120.660324000152457,47.596499999875164,247,LEV,"Leavenworth, Washington",Hwy 2 and 12th St.,Link Transit Park & Ride,Leavenworth,WA,98826,BUS,53
-77.579216000617919,40.588584999598083,248,LEW,"Lewistown, Pennsylvania",150 Helen Street,,Lewistown,PA,17044,RAIL,42
-80.249990658342199,35.821481764471912,249,LEX,"Lexington, North Carolina (Special Stop)",Center St. and railroad tracks,Lexington Barbecue Festival,Lexington,NC,27292,RAIL,37
-92.014594999859298,30.227345000171681,250,LFT,"Lafayette, Louisiana",133 East Grant St.,100 Lee Street,Lafayette,LA,70501,RAIL,22
-105.101463000317153,40.169350000102497,252,LGM,"Longmont, Colorado",623 Main St.,Martha Martin Business Center,Longmont,CO,80501-4994,BUS,08
-115.548622000404976,48.395148999826517,253,LIB,"Libby, Montana",100 Mineral Avenue,,Libby,MT,59923-1933,RAIL,30
-121.73662600048948,37.703982999615789,254,LIV,"Livermore, California",2500 Railroad Avenue,(Near 1st Street),Livermore,CA,94550-3011,BUS,06
-81.951883862750037,28.046777659661302,255,LKL,"Lakeland, Florida",600 East Main Street,,Lakeland,FL,33801-5036,RAIL,12
-119.797545999847955,36.286655000128178,256,LMC,"Lemoore, California",300 E Street,Chamber of Commerce,Lemoore,CA,93245-3663,BUS,06
-119.906340204636706,36.378514979782551,257,LMN,"Lemoore (Naval Air Station), California",25th Ave and Highway 198,,Lemoore,CA,93245,BUS,06
-102.618293999968103,38.089500000025055,259,LMR,"Lamar, Colorado",Main & Beach Streets,,Lamar,CO,81052,RAIL,08
-105.884757999981673,35.477485999779105,260,LMY,"Lamy, New Mexico",Santa Fe County Road 33,152 Old Lamy Trail,Lamy,NM,87540,RAIL,35
-76.307587000339765,40.053805999347446,261,LNC,"Lancaster, Pennsylvania",53 McGovern Avenue,,Lancaster,PA,17602,RAIL,42
-96.710815000511843,40.814671000666181,262,LNK,"Lincoln, Nebraska",201 North 7th St.,,Lincoln,NE,68508,RAIL,31
-71.676317912941272,44.03756098864875,263,LNN,"Lincoln, New Hampshire",Main and Franklin Sts.,Munce's Konvenience Store/Shell Station,Lincoln,NH,03251,BUS,33
-84.493546000147774,42.719081999734556,264,LNS,"East Lansing, Michigan",1240 South Harrison Road,,East Lansing,MI,48823-5223,RAIL,26
-114.573852999516305,35.157066000295742,265,LNV,"Laughlin, Nevada",2121 S. Casino Dr.,Tropicana Express Hotel & Casino,Laughlin,NV,89029-1519,BUS,32
-121.27159399976324,38.133539999371521,266,LOD,"Lodi, California",24 South Sacramento Street,,Lodi,CA,95240,RAIL,06
-120.456832999643211,34.643879000215748,267,LOM,"Lompoc, California",111 South I Street,Lompoc Visitor's Center,Lompoc,CA,93436,BUS,06
-77.22137500035592,38.705962999892563,268,LOR,"Lorton (Auto Train), Virginia",8006 Lorton Road,,Lorton,VA,22079,RAIL,51
-73.984542999859514,44.282169000299177,269,LPD,"Lake Placid, New York",1 Mirror Lake Drive,Hilton Hotel,Lake Placid,NY,12946-1105,BUS,36
-83.30564900040099,43.049628999478784,270,LPE,"Lapeer, Michigan",73 Howard St.,,Lapeer,MI,48446-2515,RAIL,26
-121.499146000087819,43.674640999682424,271,LPN,"La Pine, Oregon",16515 Reed Road,Shell Station,La Pine,OR,97739,BUS,41
-120.602515999913408,34.684460000128979,272,LPS,"Lompoc-Surf, California",Ocean Ave and Park Rd,,Surf,CA,93437,RAIL,06
-95.231719999878067,38.972217999860845,273,LRC,"Lawrence, Kansas",413 East 7th Street,,Lawrence,KS,66044,RAIL,20
-92.286377000198343,34.750350999898785,274,LRK,"Little Rock, Arkansas",1400 West Markham Street,,Little Rock,AR,72201,RAIL,05
-91.246704831962404,43.833214339869926,275,LSE,"LaCrosse, Wisconsin",St. Andrew and Caledonia Streets,601 St. Andrew Street,La Crosse,WI,54601,RAIL,55
-105.212142999799539,35.593300000394777,276,LSV,"Las Vegas, New Mexico",Railroad & Lincoln Streets,,Las Vegas,NM,87701,RAIL,35
-71.769084102549243,44.292538624158226,277,LTL,"Littleton, New Hampshire",336 Cottage St.,Irving Gas Station,Littleton,NH,03561-4118,BUS,33
-117.991935058556066,34.521587085775423,278,LTR,"Littlerock, California",7715 Pearblossom Hwy,Come & Save Market,Littlerock,CA,93543-3038,BUS,06
-123.479416000847721,39.685654000231978,279,LTV,"Laytonville, California",44900 Highway 101,Park N Takit Market,Laytonville,CA,95454,BUS,06
-85.763397000271311,38.252002999838624,280,LVL,"Louisville, Kentucky",720 West Muhammad Ali Blvd.,Greyhound Station,Louisville,KY,40203-1917,BUS,21
-76.163009999811607,39.509460000378795,281,ABE,"Aberdeen, Maryland",18 East Bel Air Ave.,,Aberdeen,MD,21001-3701,RAIL,24
-74.507537999878764,39.428696000020409,282,ABN,"Absecon, New Jersey",Shore Road and Ohio Ave,,Absecon,NJ,08201,OTHER,34
-106.646980000026929,35.08293500005027,283,ABQ,"Albuquerque, New Mexico",320 First Street SW,,Albuquerque,NM,87102,RAIL,35
-121.815132000141659,38.018085000022779,284,ACA,"Antioch-Pittsburg, California",100 I Street,,Antioch,CA,94509-1122,RAIL,06
-74.439865000669215,39.363003000388233,285,ACY,"Atlantic City, New Jersey",1 Atlantic City Expressway,New Jersey Transit Station,Atlantic City,NJ,08401-4106,OTHER,34
-97.125412000163635,34.17191299988508,287,ADM,"Ardmore, Oklahoma",251 East Main St.,,Ardmore,OK,73401-7016,RAIL,40
-122.697021000418829,42.188118000045733,288,AHL,"Ashland, Oregon",585 Siskiyou Blvd,Safeway Market,Ashland,OR,97520,BUS,41
-82.639473000378644,38.480929999719763,289,AKY,"Ashland, Kentucky",99 15th Street,,Ashland,KY,41101,RAIL,21
-73.741256999710743,42.641647000009073,290,ALB,"Albany/Rensselaer, New York",525 East St.,,Rensselaer,NY,12144-2310,RAIL,36
-81.095810000730921,40.921786999470498,291,ALC,"Alliance, Ohio",820 East Main Street,,Alliance,OH,44601,RAIL,39
-80.6446460001128,37.724239000229716,292,ALD,"Alderson, West Virginia",1 C&O Plaza on Railroad Plaza,,Alderson,WV,24910,RAIL,54
-84.756324999898766,42.247374999656586,293,ALI,"Albion, Michigan",300 North Eaton St.,,Albion,MI,49224,RAIL,26
-90.13494899979645,38.904490999959705,294,ALN,"Alton, Illinois",3400 College Ave.,,Alton,IL,62002-5000,RAIL,17
-103.661041000641603,30.357159000687375,295,ALP,"Alpine, Texas",102 West Holland Ave.,,Alpine,TX,79830,RAIL,48
-78.400993000526512,40.514782000089269,296,ALT,"Altoona, Pennsylvania",1231 11th Avenue,,Altoona,PA,16601,RAIL,42
-77.062645000066652,38.806244000060587,297,ALX,"Alexandria, Virginia",110 Callahan Drive,,Alexandria,VA,22301-2752,RAIL,51
-123.099647999355625,44.630756000089377,298,ALY,"Albany, Oregon",110 10th Ave SW,,Albany,OR,97321-2457,RAIL,41
-72.511925000238534,42.374858999743083,299,AMM,"Amherst, Massachusetts",13 Railroad St.,,Amherst,MA,01002-2318,RAIL,25
-74.209525999525226,42.947478999456337,300,AMS,"Amsterdam, New York",Railroad St. & West Main Ave.,Route 5 West,Amsterdam,NY,12010,RAIL,36
-117.884819000396533,33.804259999499436,301,ANA,"Anaheim, California",2150 East Katella Avenue,,Anaheim,CA,92806,RAIL,06
-88.405647000009026,44.265942000223163,302,APP,"Appleton, Wisconsin",100 East Washington St.,Appleton Transit Center,Appleton,WI,54911-5448,BUS,55
-83.744026000399572,42.288051999500226,303,ARB,"Ann Arbor, Michigan",325 Depot Street,,Ann Arbor,MI,48104,RAIL,26
-124.083938999585143,40.867573000393691,304,ARC,"Arcata (Transit Center), California",925 E Street,Transit Center,Arcata,CA,95521-6239,BUS,06
-75.289444000240394,40.007262999687725,305,ARD,"Ardmore, Pennsylvania",Station Road and Lancaster Ave.,,Ardmore,PA,19003,RAIL,42
-93.052444000390267,34.114376000452125,307,ARK,"Arkadelphia, Arkansas",798 South 5th St.,,Arkadelphia,AR,71923-6237,RAIL,05
-121.082030999431026,38.904182000099297,308,ARN,"Auburn, California",277 Nevada St. at Fulweiler St.,,Auburn,CA,95603,RAIL,06
-123.833553037142906,46.189964732786223,309,ART,"Astoria, Oregon (Buses-Transit Center)",900 Marine Drive,Astoria Intermodal Terminal,Astoria,OR,97103,BUS,41
-77.481673999955092,37.759234999795467,310,ASD,"Ashland, Virginia",112 North Railroad Avenue,,Ashland,VA,23005,RAIL,51
-120.665510793288433,35.48639537914346,311,ATA,"Atascadero, California",6910 El Camino Real,Denny's Restaurant,Atascadero,CA,93422,BUS,06
-84.391785000077675,33.799563999678867,312,ATL,"Atlanta, Georgia","1688 Peachtree Street, NW",intersection of Deering Road,Atlanta,GA,30309,RAIL,13
-85.831885999339363,33.648997999957771,313,ATN,"Anniston, Alabama",126 West 4th St,,Anniston,AL,36201,RAIL,01
-74.893469066144462,39.774529522119792,314,ATO,"Atco, New Jersey",Cooper Rd and Raritan Ave,New Jersey Transit station,Atco,NJ,08004,OTHER,34
-97.755569000209164,30.269092999942018,316,AUS,"Austin, Texas",250 North Lamar Blvd.,,Austin,TX,78703,RAIL,48
-117.811324999848807,44.782054999438742,317,BAK,"Baker City, Oregon",515 Campbell Street,Baker Truck Corral,Baker City,OR,97814,BUS,41
-76.61747700076296,39.308121000184087,318,BAL,"Baltimore (Penn Station), Maryland",1515 North Charles Street,Penn Station,Baltimore,MD,21201-5893,RAIL,24
-86.111870000200327,42.314186000483573,319,BAM,"Bangor, Michigan",541 Railroad St.,,Bangor,MI,49013-1464,RAIL,26
-68.813156247862537,44.818427806198372,320,BAN,"Bangor, Maine",1039 Union St.,Bangor Transportation Center,Bangor,ME,04401-3011,BUS,23
-117.025351999894838,34.90479999972024,321,BAR,"Barstow (Amtrak), California",685 North First Avenue,,Barstow,CA,92311,RAIL,06
